age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,surcharge_ressentie,surcharge_non_recompensee,ratio_revenu_poste,ratio_augmentation_promotion,revenu_satisfaction
32,1,11159,Célibataire,Consulting,Directeur Technique,3,7,3,3,4,4,3,0,15,0,6,3,2,Infra & Cloud,Occasionnel,7,0,0,0.6959347159726965,1.875,0
47,0,4960,Célibataire,Commercial,Cadre Commercial,2,7,4,3,1,4,3,0,12,0,2,14,4,Marketing,Occasionnel,1,0,0,0.7162166172566852,6.0,0
40,0,10475,Marié(e),Commercial,Cadre Commercial,5,18,4,2,1,3,3,1,21,1,2,5,4,Infra & Cloud,Frequent,1,0,0,1.5125744084201165,10.5,0
53,0,14814,Marié(e),Consulting,Directeur Technique,3,5,3,4,3,3,3,0,19,0,3,7,3,Infra & Cloud,Occasionnel,1,0,0,0.9238799966322723,9.5,0
41,0,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,21,2,2,4,2,2,0,15,3,2,10,4,Ressources Humaines,Occasionnel,12,0,0,1.1139708084921374,1.1538461538461537,0
60,0,5405,Célibataire,Commercial,Cadre Commercial,8,2,1,3,1,4,3,0,14,0,1,16,4,Marketing,Occasionnel,2,0,0,0.7804739548936257,4.666666666666667,0
27,0,8793,Divorcé(e),Consulting,Tech Lead,1,9,4,3,1,3,2,0,21,2,4,10,2,Infra & Cloud,Frequent,1,0,0,1.2051581375125244,10.5,0
41,0,19189,Marié(e),Ressources Humaines,Senior Manager,1,22,4,2,3,2,3,0,12,1,3,1,3,Ressources Humaines,Occasionnel,2,0,0,1.1167643197406418,4.0,0
50,0,3875,Marié(e),Commercial,Représentant Commercial,7,2,4,3,2,4,3,0,15,1,2,8,4,Marketing,Occasionnel,2,0,0,1.4750666159116863,5.0,0
28,1,2216,Célibataire,Consulting,Assistant de Direction,7,7,1,1,2,4,3,1,13,0,4,1,2,Infra & Cloud,Occasionnel,3,0,0,0.6837453664763241,3.25,1
36,1,11713,Marié(e),Consulting,Directeur Technique,9,8,1,4,1,1,3,0,14,1,2,8,3,Infra & Cloud,Aucun,0,0,0,0.7304851087183614,14.0,0
38,1,7861,Célibataire,Consulting,Tech Lead,4,1,3,3,3,4,4,1,14,0,4,1,3,Infra & Cloud,Occasionnel,0,0,0,1.0774193243473165,14.0,0
44,0,3708,Célibataire,Consulting,Consultant,2,5,1,1,3,3,3,0,14,0,5,24,3,Transformation Digitale,Aucun,1,0,0,1.1450912498837469,7.0,0
47,1,13770,Divorcé(e),Commercial,Cadre Commercial,9,22,4,3,3,4,2,1,12,2,2,3,3,Transformation Digitale,Frequent,11,1,0,1.9883675039565636,1.0,0
30,0,5304,Divorcé(e),Commercial,Cadre Commercial,7,8,3,3,4,4,2,0,23,1,2,27,5,Marketing,Occasionnel,7,0,0,0.7658897052277134,2.875,0
29,0,2642,Célibataire,Commercial,Représentant Commercial,1,1,3,3,3,3,3,0,11,0,6,10,3,Infra & Cloud,Occasionnel,0,0,0,1.0057099352874002,11.0,0
42,0,2759,Divorcé(e),Consulting,Assistant de Direction,6,2,3,4,3,4,3,1,12,0,2,19,3,Transformation Digitale,Frequent,2,0,0,0.8512876652112717,4.0,0
43,0,6804,Marié(e),Commercial,Cadre Commercial,3,2,4,2,4,3,3,0,18,1,5,15,3,Infra & Cloud,Frequent,2,0,0,0.9824874725432432,6.0,0
34,1,6142,Célibataire,Consulting,Manager,3,5,2,3,3,4,3,0,11,0,2,8,2,Transformation Digitale,Occasionnel,4,0,0,0.8156962851746605,2.2,0
23,0,2500,Marié(e),Consulting,Consultant,1,4,2,3,1,4,4,0,14,1,2,9,1,Transformation Digitale,Occasionnel,0,0,0,0.7720410260812748,14.0,0
39,1,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,8,3,4,2,3,1,0,15,1,3,3,3,Ressources Humaines,Occasionnel,3,0,0,1.5079955154304596,3.75,0
56,0,11103,Marié(e),Consulting,Manager,7,10,3,3,4,3,2,0,11,0,1,9,3,Transformation Digitale,Occasionnel,1,0,0,1.4745483318616504,5.5,0
40,1,2342,Célibataire,Consulting,Assistant de Direction,0,4,4,2,4,4,2,1,20,0,2,2,1,Transformation Digitale,Occasionnel,2,1,0,0.7226225849673065,6.666666666666667,0
27,1,6811,Célibataire,Consulting,Manager,8,7,4,2,1,1,1,0,19,0,2,7,3,Transformation Digitale,Occasionnel,0,0,0,0.9045436988480321,19.0,0
29,0,2297,Divorcé(e),Commercial,Représentant Commercial,1,2,4,3,2,4,3,0,14,2,2,10,3,Marketing,Occasionnel,2,0,0,0.8743814236771983,4.666666666666667,0
53,0,2450,Célibataire,Consulting,Consultant,2,2,4,3,4,4,3,0,17,0,4,6,3,Infra & Cloud,Occasionnel,2,0,0,0.7566002055596494,5.666666666666667,0
35,1,5093,Divorcé(e),Consulting,Manager,2,1,4,3,1,1,4,0,11,1,2,2,4,Infra & Cloud,Aucun,0,0,0,0.6763824780844263,11.0,0
32,0,5309,Marié(e),Consulting,Consultant,1,10,1,3,4,4,3,0,15,2,2,24,4,Infra & Cloud,Frequent,4,0,0,1.6395063229861953,3.0,0
38,0,3057,Marié(e),Consulting,Assistant de Direction,6,1,4,3,3,2,1,1,13,1,0,2,5,Transformation Digitale,Occasionnel,0,1,0,0.943235372435976,13.0,0
34,1,5121,Divorcé(e),Consulting,Tech Lead,3,0,2,3,1,3,3,0,14,1,3,8,5,Infra & Cloud,Occasionnel,0,0,0,0.701878178346598,14.0,0
52,0,16856,Marié(e),Commercial,Senior Manager,1,34,3,2,1,1,4,0,11,0,3,3,4,Marketing,Occasionnel,1,0,0,0.9809880334331261,5.5,0
33,0,2686,Célibataire,Consulting,Assistant de Direction,1,10,4,3,4,3,2,1,13,0,2,1,4,Autre,Occasionnel,7,1,0,0.8287635624347502,1.625,0
25,1,6180,Célibataire,Commercial,Cadre Commercial,1,6,3,3,4,2,2,0,23,0,5,26,1,Transformation Digitale,Occasionnel,1,0,0,0.8923828013399827,11.5,0
45,0,6632,Célibataire,Commercial,Représentant Commercial,0,8,2,1,3,1,3,0,13,0,3,2,2,Entrepreunariat,Occasionnel,3,0,0,2.5245527217358203,3.25,0
23,0,3505,Célibataire,Consulting,Assistant de Direction,1,2,1,4,3,4,3,0,18,0,3,10,1,Transformation Digitale,Occasionnel,0,0,0,1.0814654826261354,18.0,0
47,1,6397,Célibataire,Commercial,Cadre Commercial,4,5,2,4,3,4,3,1,12,0,2,27,2,Infra & Cloud,Frequent,1,0,0,0.9237172783449628,6.0,0
34,0,6274,Célibataire,Commercial,Cadre Commercial,1,6,4,3,4,3,3,0,22,0,5,2,3,Autre,Occasionnel,1,0,0,0.9059562614250893,11.0,0
55,0,19859,Marié(e),Consulting,Senior Manager,5,5,4,3,1,4,3,1,13,1,2,2,3,Transformation Digitale,Occasionnel,1,0,0,1.1557570809176823,6.5,0
36,0,7587,Célibataire,Commercial,Cadre Commercial,1,10,1,2,1,2,3,0,15,0,1,8,4,Infra & Cloud,Aucun,0,0,0,1.0955515070819497,15.0,0
52,0,4258,Marié(e),Consulting,Assistant de Direction,0,4,4,3,4,1,3,0,18,1,3,19,4,Transformation Digitale,Aucun,1,0,0,1.3138031455127204,9.0,0
26,1,4364,Divorcé(e),Consulting,Consultant,3,2,1,1,4,1,3,0,14,1,2,1,2,Infra & Cloud,Frequent,2,0,0,1.3476748151274733,4.666666666666667,0
29,1,4335,Marié(e),Consulting,Manager,4,8,2,3,3,1,2,0,12,1,3,27,3,Transformation Digitale,Occasionnel,1,0,0,0.5757153038476317,6.0,0
26,0,5326,Célibataire,Commercial,Cadre Commercial,6,4,4,2,1,3,2,0,17,0,2,8,3,Entrepreunariat,Occasionnel,1,0,0,0.7690664724816745,8.5,0
34,1,3280,Célibataire,Consulting,Assistant de Direction,2,4,2,4,4,3,3,0,16,0,2,1,4,Infra & Cloud,Occasionnel,1,0,0,1.0120418781779528,8.0,0
54,1,5485,Divorcé(e),Consulting,Tech Lead,9,5,4,3,1,2,3,1,11,2,4,19,4,Transformation Digitale,Occasionnel,1,0,1,0.7517675860634818,5.5,0
27,0,4342,Marié(e),Commercial,Cadre Commercial,0,4,3,3,4,2,3,0,19,1,3,8,1,Marketing,Frequent,1,0,0,0.6269783371226869,9.5,0
37,1,2782,Divorcé(e),Consulting,Assistant de Direction,0,5,4,3,1,2,2,1,13,2,3,10,1,Infra & Cloud,Occasionnel,4,1,0,0.8583843003326416,2.6,1
38,1,5980,Célibataire,Consulting,Tech Lead,6,15,1,4,1,4,3,1,12,0,2,2,4,Infra & Cloud,Frequent,4,0,0,0.8196116982059474,2.4,0
34,1,4381,Célibataire,Consulting,Assistant de Direction,1,6,3,2,1,3,3,0,11,0,3,2,4,Transformation Digitale,Occasionnel,1,0,0,1.3517547159443934,5.5,0
35,1,2572,Marié(e),Commercial,Représentant Commercial,1,3,1,3,4,2,2,0,16,1,1,8,4,Infra & Cloud,Occasionnel,0,0,0,0.9790635706128664,16.0,1
30,0,3833,Marié(e),Consulting,Consultant,3,2,4,1,3,3,3,0,21,2,2,1,3,Infra & Cloud,Occasionnel,0,0,0,1.1836933011878106,21.0,0
40,1,4244,Marié(e),Consulting,Manager,1,8,3,4,2,4,3,0,24,1,2,2,2,Transformation Digitale,Frequent,3,0,0,0.5636299306872776,6.0,0
34,1,6500,Marié(e),Commercial,Cadre Commercial,5,3,3,3,1,2,3,0,17,1,1,8,2,Infra & Cloud,Occasionnel,1,0,0,0.9385903250339624,8.5,0
42,0,18430,Divorcé(e),Consulting,Senior Manager,1,24,2,3,4,2,2,0,13,1,4,8,3,Infra & Cloud,Frequent,14,0,0,1.072591923123666,0.8666666666666667,0
23,0,1601,Marié(e),Consulting,Consultant,1,0,3,4,1,3,3,1,21,2,2,6,3,Infra & Cloud,Occasionnel,0,0,0,0.49441507310244837,21.0,1
24,0,2694,Divorcé(e),Consulting,Consultant,1,1,3,2,2,3,3,0,11,3,4,9,3,Infra & Cloud,Aucun,0,0,0,0.8319514097051818,11.0,0
52,1,3149,Marié(e),Consulting,Consultant,8,5,4,3,3,2,3,0,20,1,3,11,4,Infra & Cloud,Occasionnel,1,0,0,0.9724628764519737,10.0,0
50,0,17639,Marié(e),Consulting,Directeur Technique,5,4,3,3,3,4,3,0,16,0,3,2,3,Transformation Digitale,Occasionnel,0,0,0,1.1000620535032166,16.0,0
29,1,2319,Marié(e),Consulting,Consultant,1,1,2,2,1,4,3,1,11,1,1,1,2,Infra & Cloud,Occasionnel,0,0,1,0.7161452557929905,11.0,1
33,0,11691,Marié(e),Consulting,Directeur Technique,0,13,3,3,3,4,4,0,11,0,3,7,3,Transformation Digitale,Occasionnel,3,0,0,0.7291130714613132,2.75,0
33,1,5324,Célibataire,Commercial,Cadre Commercial,5,3,1,3,1,3,3,0,15,0,3,16,3,Marketing,Occasionnel,0,0,0,0.7687776754585871,15.0,0
47,1,16752,Marié(e),Consulting,Senior Manager,1,26,3,3,4,3,2,1,11,1,3,2,2,Autre,Occasionnel,3,1,1,0.9749354257280333,2.75,0
36,1,5228,Marié(e),Consulting,Tech Lead,0,9,3,3,2,1,3,0,15,1,2,1,3,Autre,Occasionnel,0,0,0,0.7165434712743634,15.0,0
29,0,2700,Marié(e),Consulting,Assistant de Direction,1,10,3,4,3,3,3,0,24,1,3,23,2,Infra & Cloud,Occasionnel,0,0,0,0.8330832533781928,24.0,0
58,0,19246,Célibataire,Consulting,Directeur Technique,7,31,4,3,2,4,3,1,12,0,2,2,4,Infra & Cloud,Occasionnel,13,0,0,1.200283138597591,0.8571428571428571,0
35,1,2506,Célibataire,Consulting,Assistant de Direction,3,2,4,4,3,3,3,0,13,0,0,1,4,Infra & Cloud,Occasionnel,2,0,0,0.773224678876204,4.333333333333333,0
42,1,6062,Marié(e),Consulting,Tech Lead,9,4,4,2,4,4,3,1,13,1,4,1,2,Infra & Cloud,Occasionnel,0,0,0,0.8308505208234872,13.0,0
28,0,4382,Célibataire,Consulting,Assistant de Direction,6,2,3,3,3,4,2,0,17,0,3,2,4,Transformation Digitale,Occasionnel,2,0,0,1.3520632652974967,5.666666666666667,0
36,0,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,5,3,3,2,2,3,0,13,1,2,13,3,Ressources Humaines,Occasionnel,0,0,0,0.5058122381542456,13.0,1
32,1,6162,Marié(e),Consulting,Tech Lead,1,14,3,2,3,3,3,0,12,1,3,4,3,Infra & Cloud,Occasionnel,6,0,0,0.8445564020643893,1.7142857142857142,0
40,0,5094,Célibataire,Consulting,Consultant,6,1,1,2,3,4,3,0,14,0,6,16,4,Transformation Digitale,Frequent,0,0,0,1.5731107947432055,14.0,0
30,1,6877,Célibataire,Consulting,Tech Lead,5,0,3,2,4,2,2,1,24,0,4,2,3,Transformation Digitale,Occasionnel,0,1,0,0.9425534529368396,24.0,0
45,1,2274,Célibataire,Consulting,Assistant de Direction,1,1,2,2,3,4,3,0,14,0,3,2,3,Infra & Cloud,Occasionnel,0,0,0,0.7016412289563001,14.0,0
42,0,4434,Marié(e),Consulting,Tech Lead,1,9,2,3,2,4,2,0,13,1,3,29,3,Infra & Cloud,Occasionnel,7,0,0,0.6077187742216005,1.625,0
38,0,6288,Divorcé(e),Consulting,Manager,2,4,1,2,1,3,2,0,15,1,3,12,3,Infra & Cloud,Frequent,1,0,0,0.8350860047506131,7.5,0
34,1,2553,Célibataire,Consulting,Assistant de Direction,1,5,3,2,4,3,3,0,16,0,3,16,4,Infra & Cloud,Frequent,1,0,0,0.7877264984720467,8.0,0
49,1,7654,Marié(e),Commercial,Cadre Commercial,1,9,3,3,4,1,4,0,18,2,3,11,3,Marketing,Occasionnel,7,0,0,1.1052262073553767,2.25,0
55,0,5160,Célibataire,Commercial,Cadre Commercial,4,9,3,3,4,3,2,0,16,0,3,2,1,Transformation Digitale,Occasionnel,7,0,0,0.7450963195654224,2.0,0
43,0,17159,Marié(e),Consulting,Directeur Technique,6,4,2,3,1,3,3,0,24,1,3,14,2,Infra & Cloud,Occasionnel,1,0,0,1.0701266951676225,12.0,0
27,0,12808,Divorcé(e),Consulting,Directeur Technique,1,9,3,2,4,2,3,1,16,1,3,5,1,Entrepreunariat,Occasionnel,0,0,0,0.7987751449214353,16.0,0
35,0,10221,Célibataire,Consulting,Tech Lead,3,8,3,3,3,2,4,0,21,0,3,7,3,Autre,Occasionnel,1,0,0,1.4008781216326067,10.5,0
28,1,4779,Marié(e),Commercial,Cadre Commercial,1,8,2,3,2,1,3,1,20,0,2,2,4,Marketing,Occasionnel,7,0,0,0.690080486667278,2.5,0
34,0,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,3,3,3,4,3,1,0,19,1,1,3,2,Ressources Humaines,Occasionnel,0,0,0,0.882044019590488,19.0,0
26,1,2366,Marié(e),Consulting,Assistant de Direction,1,8,3,2,3,1,3,1,14,1,2,5,2,Transformation Digitale,Frequent,1,0,0,0.7300277694417793,7.0,1
27,0,1706,Marié(e),Consulting,Assistant de Direction,1,0,4,3,4,3,2,0,11,3,6,3,3,Transformation Digitale,Aucun,0,0,0,0.5263851963937766,11.0,0
51,1,16307,Marié(e),Commercial,Senior Manager,2,20,1,3,3,3,2,0,14,1,2,26,4,Marketing,Occasionnel,4,0,0,0.9490372485283571,2.8,0
44,0,5933,Célibataire,Consulting,Manager,9,5,4,3,2,4,2,0,12,0,2,4,3,Transformation Digitale,Occasionnel,2,0,0,0.7879397687953861,4.0,0
25,0,3424,Célibataire,Consulting,Assistant de Direction,7,4,1,4,1,3,2,0,13,0,3,2,1,Transformation Digitale,Occasionnel,0,0,0,1.0564729850247896,13.0,0
33,0,4037,Divorcé(e),Commercial,Cadre Commercial,1,9,1,4,1,1,3,0,22,1,5,1,3,Transformation Digitale,Occasionnel,0,0,0,0.5829367911018625,22.0,0
35,1,2559,Célibataire,Consulting,Assistant de Direction,1,6,3,2,1,4,2,0,11,0,3,27,1,Transformation Digitale,Occasionnel,1,0,0,0.7895777945906649,5.5,1
36,0,6201,Marié(e),Commercial,Cadre Commercial,1,18,2,3,4,4,2,1,14,1,1,1,2,Infra & Cloud,Occasionnel,4,1,0,0.8954151700824001,2.8,0
32,0,4403,Divorcé(e),Commercial,Cadre Commercial,2,5,2,3,4,3,2,0,11,1,3,13,4,Infra & Cloud,Occasionnel,0,0,0,0.6357866463268518,11.0,0
30,0,3761,Divorcé(e),Consulting,Assistant de Direction,9,5,2,2,4,2,2,0,12,1,3,5,4,Infra & Cloud,Frequent,0,0,0,1.1604541170205123,12.0,0
53,1,10934,Marié(e),Commercial,Cadre Commercial,7,5,1,2,4,4,3,1,18,1,3,7,2,Marketing,Occasionnel,0,0,0,1.5788533252186685,18.0,0
45,0,10761,Divorcé(e),Commercial,Cadre Commercial,4,5,4,3,1,3,3,1,12,1,2,9,3,Marketing,Occasionnel,0,0,0,1.5538723827216108,12.0,0
32,1,5175,Marié(e),Consulting,Assistant de Direction,5,5,3,4,3,3,2,0,12,1,3,8,2,Transformation Digitale,Occasionnel,1,0,0,1.5967429023082027,6.0,0
52,1,13826,Marié(e),Consulting,Tech Lead,3,9,3,2,4,3,3,0,22,0,3,25,4,Transformation Digitale,Frequent,0,0,0,1.8949751403671287,22.0,0
37,0,6334,Divorcé(e),Commercial,Cadre Commercial,4,1,4,2,3,4,3,0,19,2,2,16,4,Marketing,Occasionnel,0,0,0,0.9146201721177105,19.0,0
28,0,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,1,5,2,2,4,4,3,0,13,1,6,8,2,Transformation Digitale,Occasionnel,0,0,0,1.165043960582994,13.0,0
22,0,4775,Marié(e),Consulting,Tech Lead,6,2,4,2,4,1,1,0,22,2,2,1,2,Infra & Cloud,Occasionnel,2,0,0,0.6544558292530768,7.333333333333333,0
44,0,2818,Marié(e),Consulting,Consultant,2,3,1,4,4,3,2,1,24,1,2,8,4,Infra & Cloud,Occasionnel,0,1,0,0.870244644598813,24.0,1
42,0,2515,Célibataire,Consulting,Assistant de Direction,5,2,2,3,4,4,3,1,14,0,2,2,1,Transformation Digitale,Frequent,2,0,0,0.7760016230541315,4.666666666666667,0
36,0,2342,Marié(e),Ressources Humaines,Ressources Humaines,0,5,1,2,1,3,3,0,21,0,3,8,3,Infra & Cloud,Occasionnel,0,0,0,0.5527822033398242,21.0,1
25,0,4194,Marié(e),Commercial,Cadre Commercial,1,5,3,3,1,4,3,1,18,0,3,3,1,Autre,Occasionnel,0,0,0,0.6056073574142213,18.0,0
35,1,10685,Marié(e),Consulting,Tech Lead,1,17,4,2,3,2,3,1,20,1,2,9,3,Infra & Cloud,Occasionnel,5,0,0,1.4644734105903927,3.3333333333333335,0
35,1,2022,Divorcé(e),Consulting,Assistant de Direction,1,10,4,3,2,1,2,1,19,1,3,25,4,Infra & Cloud,Frequent,7,1,0,0.6238867919743355,2.375,1
32,0,2314,Divorcé(e),Consulting,Consultant,0,3,4,3,4,2,3,0,12,1,2,1,3,Infra & Cloud,Aucun,0,0,0,0.714601173740828,12.0,0
25,0,4256,Marié(e),Commercial,Cadre Commercial,1,5,3,2,1,1,4,0,12,0,1,4,1,Marketing,Occasionnel,0,0,0,0.6145600651299299,12.0,0
49,1,3580,Marié(e),Consulting,Assistant de Direction,2,4,3,3,1,2,3,0,16,1,2,1,3,Entrepreunariat,Occasionnel,0,0,0,1.104606684108863,16.0,0
24,0,3162,Marié(e),Consulting,Consultant,0,5,1,2,4,4,2,0,17,0,2,4,1,Infra & Cloud,Aucun,3,0,0,0.9764774897875964,4.25,0
32,0,6524,Marié(e),Commercial,Cadre Commercial,1,10,2,3,2,4,3,0,14,1,3,5,2,Infra & Cloud,Frequent,5,0,0,0.9420558893110109,2.3333333333333335,0
38,0,2899,Marié(e),Commercial,Représentant Commercial,0,2,2,2,2,4,3,0,19,1,3,9,3,Marketing,Occasionnel,1,0,0,1.103540159878188,9.5,0
42,1,5231,Marié(e),Consulting,Consultant,2,5,3,4,4,2,2,1,13,1,1,3,3,Infra & Cloud,Occasionnel,1,1,0,1.6154186429724593,6.5,0
31,0,2356,Marié(e),Consulting,Assistant de Direction,3,6,4,3,4,2,3,1,19,1,2,11,4,Infra & Cloud,Occasionnel,0,0,0,0.7269422759107489,19.0,0
29,1,2800,Divorcé(e),Commercial,Représentant Commercial,6,3,2,2,3,3,3,1,19,3,3,1,3,Transformation Digitale,Occasionnel,0,0,0,1.0658545869813476,19.0,0
53,0,11836,Marié(e),Commercial,Cadre Commercial,5,2,1,3,4,3,3,0,14,1,3,8,3,Marketing,Occasionnel,2,0,0,1.7091007826310738,4.666666666666667,0
35,0,10903,Marié(e),Consulting,Tech Lead,3,13,4,2,2,1,3,0,16,0,2,25,3,Entrepreunariat,Occasionnel,4,0,0,1.4943522316955593,3.2,0
37,1,2973,Marié(e),Commercial,Représentant Commercial,5,5,3,3,4,2,3,0,15,1,3,21,2,Transformation Digitale,Frequent,0,0,0,1.131709173962695,15.0,0
53,1,14275,Célibataire,Consulting,Directeur Technique,6,12,4,3,4,3,3,0,18,0,0,23,4,Infra & Cloud,Occasionnel,3,0,0,0.8902650838345947,4.5,0
43,1,5562,Marié(e),Consulting,Manager,4,5,4,3,4,2,2,0,13,1,2,1,3,Infra & Cloud,Frequent,2,0,0,0.7386686320647121,4.333333333333333,0
47,1,4537,Marié(e),Commercial,Cadre Commercial,0,7,3,3,4,1,3,1,22,1,2,2,2,Marketing,Occasionnel,7,0,0,0.6551360468737057,2.75,0
37,0,7642,Célibataire,Commercial,Cadre Commercial,1,10,1,3,2,4,3,1,13,0,2,19,2,Transformation Digitale,Aucun,0,0,0,1.1034934252168525,13.0,0
50,0,17924,Divorcé(e),Consulting,Senior Manager,1,31,1,3,1,4,3,0,11,1,3,2,4,Infra & Cloud,Aucun,14,0,0,1.0431436587123488,0.7333333333333333,0
39,1,5204,Marié(e),Ressources Humaines,Ressources Humaines,8,5,4,2,4,3,3,0,11,2,2,2,3,Infra & Cloud,Occasionnel,0,0,0,1.2282999940992505,11.0,0
33,0,2277,Divorcé(e),Ressources Humaines,Ressources Humaines,3,4,4,3,2,3,4,1,11,1,4,3,2,Ressources Humaines,Occasionnel,0,0,1,0.5374402549123739,11.0,0
32,0,2795,Célibataire,Consulting,Consultant,1,1,1,3,4,3,1,1,24,0,2,25,4,Infra & Cloud,Occasionnel,0,1,0,0.8631418671588652,24.0,1
29,1,2532,Divorcé(e),Consulting,Consultant,6,4,1,2,4,3,3,0,14,3,5,7,1,Transformation Digitale,Occasionnel,0,0,0,0.7819231512151151,14.0,0
44,0,2559,Marié(e),Consulting,Assistant de Direction,1,8,2,3,1,4,3,1,13,0,0,9,2,Infra & Cloud,Occasionnel,7,0,0,0.7895777945906649,1.625,1
28,0,4908,Célibataire,Commercial,Cadre Commercial,1,4,1,3,4,2,3,0,14,0,3,5,4,Transformation Digitale,Occasionnel,0,0,0,0.7087078946564135,14.0,0
58,0,2380,Divorcé(e),Consulting,Consultant,9,1,4,2,4,4,2,1,14,1,3,2,1,Infra & Cloud,Frequent,0,1,0,0.7349830568293736,14.0,0
43,1,4765,Divorcé(e),Consulting,Tech Lead,4,1,1,3,2,3,4,0,21,1,2,8,3,Infra & Cloud,Occasionnel,0,0,0,0.6530852411289865,21.0,0
20,1,2044,Célibataire,Commercial,Représentant Commercial,1,2,3,2,3,4,2,0,13,0,3,2,3,Transformation Digitale,Occasionnel,0,0,0,0.7780738484963837,13.0,0
21,1,2693,Célibataire,Consulting,Assistant de Direction,1,1,4,3,4,1,2,0,19,0,3,18,1,Autre,Occasionnel,0,0,0,0.8309234079064716,19.0,0
36,0,6586,Marié(e),Consulting,Manager,0,16,3,3,4,1,2,1,17,1,2,14,1,Infra & Cloud,Occasionnel,4,1,0,0.8746622816933107,3.4,0
47,1,3294,Célibataire,Commercial,Représentant Commercial,1,3,4,2,4,1,2,1,18,0,3,2,4,Infra & Cloud,Occasionnel,1,1,0,1.2539017891130566,9.0,0
22,1,4171,Marié(e),Consulting,Tech Lead,0,3,2,3,3,1,4,1,19,1,3,3,1,Infra & Cloud,Occasionnel,0,0,0,0.5716723065580278,19.0,0
41,1,2778,Divorcé(e),Consulting,Consultant,4,7,2,1,4,3,2,1,13,1,1,2,4,Infra & Cloud,Occasionnel,1,1,0,0.8578919881815126,6.5,0
28,1,2377,Divorcé(e),Consulting,Assistant de Direction,5,2,3,3,3,2,3,0,18,1,2,9,3,Transformation Digitale,Occasionnel,2,0,0,0.7334218123259126,6.0,0
39,0,2404,Marié(e),Consulting,Consultant,7,2,4,3,1,4,1,1,21,0,2,6,3,Transformation Digitale,Occasionnel,2,1,0,0.7423946506797539,7.0,1
27,1,2318,Célibataire,Consulting,Assistant de Direction,1,1,2,3,3,3,3,0,19,0,2,4,3,Infra & Cloud,Occasionnel,0,0,0,0.7152174004928337,19.0,0
34,0,2008,Divorcé(e),Consulting,Consultant,1,1,2,3,2,2,3,0,14,2,3,10,3,Infra & Cloud,Occasionnel,1,0,0,0.6201033521484799,7.0,1
42,1,6244,Célibataire,Commercial,Cadre Commercial,7,5,3,2,3,1,3,0,17,0,6,14,2,Transformation Digitale,Occasionnel,0,0,0,0.9016243060787786,17.0,0
33,0,2799,Célibataire,Consulting,Assistant de Direction,3,3,3,2,1,2,3,1,11,0,1,1,4,Autre,Occasionnel,0,0,1,0.8636296393353932,11.0,1
58,1,10552,Divorcé(e),Consulting,Manager,2,6,3,2,2,4,3,1,13,1,3,5,3,Entrepreunariat,Occasionnel,0,0,0,1.4013720614071994,13.0,0
31,0,2329,Marié(e),Commercial,Représentant Commercial,3,7,2,2,3,2,4,0,15,0,2,7,4,Infra & Cloud,Occasionnel,5,0,0,0.8865626189569852,2.5,0
35,1,4014,Marié(e),Consulting,Manager,1,10,4,3,4,4,1,1,25,1,2,21,1,Infra & Cloud,Occasionnel,0,1,0,0.5330844820402292,25.0,0
49,1,7403,Marié(e),Consulting,Consultant,4,26,1,3,2,3,2,0,11,1,3,8,2,Autre,Occasionnel,1,0,0,2.286167886431871,5.5,0
48,0,2259,Marié(e),Consulting,Assistant de Direction,4,0,4,3,3,1,2,0,17,2,2,20,4,Transformation Digitale,Occasionnel,0,0,0,0.6970129886597546,17.0,1
31,1,6932,Marié(e),Commercial,Cadre Commercial,1,9,4,3,3,4,2,0,13,1,2,20,2,Marketing,Aucun,0,0,0,1.000970482020835,13.0,0
36,0,4678,Célibataire,Consulting,Assistant de Direction,2,6,2,3,4,3,3,0,18,0,6,7,4,Autre,Occasionnel,0,0,0,1.4433938738159948,18.0,0
38,1,13582,Marié(e),Consulting,Directeur Technique,1,15,4,3,1,2,3,0,13,1,3,1,3,Entrepreunariat,Occasionnel,5,0,0,0.8470459102375808,2.1666666666666665,0
32,1,2332,Marié(e),Consulting,Consultant,6,3,3,2,2,3,3,0,20,0,3,1,3,Infra & Cloud,Aucun,0,0,0,0.7201598691286132,20.0,0
25,0,2413,Marié(e),Commercial,Représentant Commercial,1,1,3,2,2,3,3,1,18,3,2,19,2,Marketing,Occasionnel,0,0,0,0.9185382565664256,18.0,0
40,0,9705,Divorcé(e),Commercial,Cadre Commercial,2,1,1,2,2,2,2,0,12,1,2,10,4,Marketing,Occasionnel,0,0,0,1.4013875545314778,12.0,0
26,0,4294,Célibataire,Commercial,Cadre Commercial,1,7,3,2,1,2,3,0,12,0,2,1,3,Transformation Digitale,Frequent,0,0,0,0.62004720856859,12.0,0
